id,title,url,source_site,publish_date,auto_decision,auto_reason,suggested_label,manual_label,manual_note
1183,岳池县佳创人力资源服务有限公司招聘劳务派遣人员公告,https://www.ycxrmyy.sc.cn/gw_yygg_zpxx/010050100003328.html,site_124_124,59:41.9,review,劳务派遣 | 派遣,,keep,
1182,岳池县佳创人力资源服务有限公司招聘劳务派遣人员公 告,https://www.ycxrmyy.sc.cn/gw_yygg_zpxx/010050100003348.html,site_124_124,59:41.9,review,劳务派遣 | 派遣,,keep,
1181,岳池县佳创人力资源服务有限公司招聘劳务派遣人员公告,https://www.ycxrmyy.sc.cn/gw_yygg_zpxx/010050100003352.html,site_124_124,59:41.8,review,劳务派遣 | 派遣,,keep,
1179,岳池县佳创人力资源服务有限公司招聘劳务派遣人员公告,https://www.ycxrmyy.sc.cn/gw_yygg_zpxx/010050100003389.html,site_124_124,59:41.8,review,劳务派遣 | 派遣,,keep,
1178,岳池县佳创人力资源服务有限公司招聘劳务派遣人员公告,https://www.ycxrmyy.sc.cn/gw_yygg_zpxx/010050100003394.html,site_124_124,59:41.8,review,劳务派遣 | 派遣,,keep,
1177,岳池县佳创人力资源服务有限公司招聘劳务派遣人员公告,https://www.ycxrmyy.sc.cn/gw_yygg_zpxx/010050100003400.html,site_124_124,59:41.8,review,劳务派遣 | 派遣,,keep,
1176,岳池县人民医院关于招收见习人员的公告,https://www.ycxrmyy.sc.cn/gw_yygg_zpxx/010050100003433.html,site_124_124,59:41.8,review,见习,,keep,
1165,广安市广安区人民医院 关于2024年自主招聘内科医师、儿科医师、骨科医师、检验科技师、设备科干事考试的通知,https://www.gaqrmyy.com/yiyuangonggao/zhaopinxinxi/2024-11-06/6041.html,site_121_121,59:31.6,review,泛招聘词,,,
1156,广安市广安区人民医院 关于第三方劳务派遣招聘口腔科辅助人员的 公  告,https://www.gaqrmyy.com/yiyuangonggao/zhaopinxinxi/2025-02-26/7323.html,site_121_121,59:31.6,review,劳务派遣 | 派遣,,keep,
1145,广安市广安区人民医院 关于取消2025年药师岗位自主招聘的通知,https://www.gaqrmyy.com/yiyuangonggao/zhaopinxinxi/2025-12-05/7410.html,site_121_121,59:31.6,review,泛招聘词,,keep,
1139,“职”等你来，屏山县人民医院招聘学科领军专业人才！,https://www.psxrmyy.com/index.php?m=content&c=index&a=show&catid=33&id=1,site_120_120,59:14.8,review,泛招聘词,,keep,
1138,2023年屏山县人民医院招聘就业见习人员公告,https://www.psxrmyy.com/index.php?m=content&c=index&a=show&catid=33&id=4,site_120_120,59:14.8,review,见习,,keep,
1114,·眉山市人民医院关于招聘 车队驾驶员考务安排的通知,https://www.mssrmyy.cn/index.php?m=home&c=View&a=index&aid=2313,site_115_115,59:02.5,review,泛招聘词,,,
1087,川北医学院附属医院2025年医疗卫生辅助岗位招募公告2025.07.18,https://www.hospital-nsmc.com.cn/hzb_rcgz_tzgg/010062100011968.html,site_112_112,56:58.8,review,辅助岗,,keep,
1086,川北医学院附属医院2025年医疗卫生辅助岗选拔公告2025.08.18,https://www.hospital-nsmc.com.cn/hzb_rcgz_tzgg/010062100012085.html,site_112_112,56:58.8,review,辅助岗,,keep,
1053,首都医科大学附属北京安贞医院南充医院2026年度招聘计划（五）,https://sdykdxfsbjazyyncyy.nc120.cn/nd.jsp?fromColId=126&id=6795#_np=126_3314,site_110_110,55:53.9,review,泛招聘词,,keep,
1050,首都医科大学附属北京安贞医院南充医院2026年度 招聘计划（一）,https://sdykdxfsbjazyyncyy.nc120.cn/nd.jsp?fromColId=126&id=6235#_np=126_3314,site_110_110,55:53.8,review,泛招聘词,,keep,
1049,首都医科大学附属北京安贞医院南充医院2026年度招聘计划（二）,https://sdykdxfsbjazyyncyy.nc120.cn/nd.jsp?fromColId=126&id=6592#_np=126_3314,site_110_110,55:53.8,review,泛招聘词,,keep,
1045,乐山市中医医院关于2025年医疗卫生辅助岗位待遇执行的公告,https://www.lsszyyy.cn/nd.jsp?fromColId=112&id=1845#_np=112_503,site_108_108,55:49.8,review,辅助岗,,keep,
1029,关于开展乐山市人民医院2025年春季自主招聘护理人员考核工作的通知,https://www.leshan-hospital.com.cn/view_7C659942B2BAFCF1.html,site_107_107,55:48.1,review,泛招聘词,,,
1010,隆昌市中医医院 关于2023年公开补招见习人员的公告,https://www.lczhongyi.com/go.htm?k=ren_cai_zhao_pin&url=news/shownews&id=68071,site_106_106,55:46.6,review,见习,,keep,
1001,内江市东兴区人民医院2025年关于招聘35名见习人员的公告,https://www.dx120.org/news_apply/760/1/,site_105_105,55:45.1,review,见习,,keep,
998,内江市东兴区人民医院2025年第二批招聘见习人员的公告,https://www.dx120.org/news_apply/779/1/,site_105_105,55:45.1,review,见习,,keep,
996,内江市东兴区人民医院 2025年第三次招聘见习人员的公告,https://www.dx120.org/news_apply/785/1/,site_105_105,55:45.1,review,见习,,keep,
989,内江市东兴区人民医院2026年关于招聘见习人员的公告,https://www.dx120.org/news_apply/864/1/,site_105_105,55:45.1,review,见习,,keep,
944,2019年关于招聘护理人员考试安排的通知,https://www.snpxxrmyy.cn/plus/view.php?aid=1015,site_100_100,55:26.2,review,泛招聘词,,,
941,蓬溪县人民医院赴川北医学院和西南医科大学开展人才招聘,https://www.snpxxrmyy.cn/plus/view.php?aid=7801,site_100_100,55:26.2,review,泛招聘词,,keep,
938,蓬溪县人民医院2024年下半年拟面向社会公开考试招聘事业单位工,https://www.snpxxrmyy.cn/plus/view.php?aid=9372,site_100_100,55:26.2,review,泛招聘词,,keep,
933,剑阁县中医院2017年医学毕业生招聘计划,http://www.jgxzyy.cn/ http://jgxzy.com/info/511.htm,site_97_97,55:21.5,review,泛招聘词,,keep,
932,剑阁县中医院2017年招聘计划,http://www.jgxzyy.cn/ article.html?id=536,site_97_97,55:21.5,review,泛招聘词,,keep,
920,广元市第一人民医院紧急招聘病理技师,https://www.gys072.cn/article.html?id=38764,site_96_96,55:18.4,review,泛招聘词,,keep,
918,广元市第一人民医院 2025年招聘非在编工作人员实施方案,https://www.gys072.cn/article.html?id=38823,site_96_96,55:18.4,review,泛招聘词,,keep,
866,2021年招聘岗位,https://www.ghsrmyy.com/news_pub/show1384/,site_89_89,53:54.7,review,泛招聘词,,keep,
863,广汉市人民医院招聘9名工勤人员,https://www.ghsrmyy.com/news_pub/show1751/,site_89_89,53:54.7,review,泛招聘词,,keep,
856,中江县人民医院  招聘科研助理（医师助理）的公告,https://www.zjxrmyy.cn/go-a2038.htm,site_88_88,53:53.2,review,科研助理,,keep,
819,西南医科大学附属口腔医院2025年医疗卫生辅助岗招募公告,http://www.xnykdkq.com/news_yzfw/2025/xboVQKag.html,site_83_83,53:08.2,review,辅助岗,,keep,
817,西南医科大学附属口腔医院2025年医疗卫生辅助岗招募公告,http://www.xnykdkq.com/news_yzfw/2025/lejZZWej.html,site_83_83,53:08.2,review,辅助岗,,keep,
815,西南医科大学附属口腔医院2025年医疗卫生辅助岗招募公告,http://www.xnykdkq.com/news_yzfw/2025/7axnlzdy.html,site_83_83,53:08.2,review,辅助岗,,keep,
770,自贡市第一人民医院招聘消毒供应中心医疗辅助岗人员公告,https://www.zgno1hos.com.cn/details/yygg/zxls/856446.html,site_71_71,51:20.4,review,辅助岗,,keep,
768,自贡市第一人民医院招聘医疗辅助岗人员公告,https://www.zgno1hos.com.cn/details/yygg/zxls/862010116.html,site_71_71,51:20.4,review,辅助岗,,keep,
760,自贡市第一人民医院招聘医疗辅助岗人员公告,https://www.zgno1hos.com.cn/details/yygg/zxls/7410571.html,site_71_71,51:20.3,review,辅助岗,,keep,
750,自贡市第一人民医院招聘医疗辅助岗人员公告,https://www.zgno1hos.com.cn/details/yygg/zxls/4283606.html,site_71_71,51:20.3,review,辅助岗,,keep,
727,成都市第一人民医院关于招聘编外工作人员部分岗位调整及后续安排的通知,https://www.cdzxy.com/tender_hr/show8835/,site_69_69,51:15.9,review,泛招聘词,,keep,
717,简阳市人民医院2018年人才招聘计划,https://jy120.cn/newshow.aspx?mid=116&id=1192,site_68_68,51:14.1,review,泛招聘词,,keep,
704,转简阳市人才网：简阳市2025年公开考核招聘卫健系统  事业单位高层次人...,https://jy120.cn/newshow.aspx?mid=116&id=6667,site_68_68,51:14.0,review,泛招聘词,,keep,
562,成都医学院第一附属医院补充招聘科研助理特别岗的公告,https://www.cyfyy.cn/gzb_yygg_rczp/010014300024884.html,site_54_54,50:08.4,review,科研助理,,keep,
561,成都医学院第一附属医院招聘合同制人员公告,https://www.cyfyy.cn/gzb_yygg_rczp/010014300024911.html,site_54_54,50:08.4,review,合同制,,keep,
560,成都医学院第一附属医院招募2025年医疗卫生辅助岗公告,https://www.cyfyy.cn/gzb_yygg_rczp/010014300025062.html,site_54_54,50:08.4,review,辅助岗,,keep,
559,成都医学院第一附属医院招聘合同制人员的公告,https://www.cyfyy.cn/gzb_yygg_rczp/010014300025111.html,site_54_54,50:08.3,review,合同制,,keep,
556,成都医学院第一附属医院招募2025年医疗卫生辅助岗公告,https://www.cyfyy.cn/gzb_yygg_rczp/010014300025299.html,site_54_54,50:08.3,review,辅助岗,,keep,
555,成都医学院第一附属医院招聘合同制人员的公告,https://www.cyfyy.cn/gzb_yygg_rczp/010014300025322.html,site_54_54,50:08.3,review,合同制,,keep,
551,成都医学院第一附属医院招聘合同制人员的公告,https://www.cyfyy.cn/gzb_yygg_rczp/010014300025772.html,site_54_54,50:08.3,review,合同制,,keep,
550,成都医学院第一附属医院招聘合同制人员的公告,https://www.cyfyy.cn/gzb_yygg_rczp/010014300025890.html,site_54_54,50:08.3,review,合同制,,keep,
549,成都医学院第一附属医院招聘合同制人员的公告,https://www.cyfyy.cn/gzb_yygg_rczp/010014300026011.html,site_54_54,50:08.3,review,合同制,,keep,
547,成都市新都区人民医院高层次员工招聘计划2022-12-29,https://www.xdqrmyy.com/home/news/view/id/3680.html,site_53_53,50:07.0,review,泛招聘词,,keep,
545,成都市新都区人民医院编外用工招聘计划〔2023年第1号〕2023-02-08,https://www.xdqrmyy.com/home/news/view/id/3716.html,site_53_53,50:07.0,review,泛招聘词,,keep,
507,四川护理职业学院附属医院（四川省第三人民医院）2025年医疗卫生辅助岗位招募公告,https://www.shzyfy.com/hr_flow/2025/DdwjXwb1.html,site_50_50,49:50.1,review,辅助岗,,keep,
459,华西医院生物医学大数据研究院郭安源教授课题组博士后招聘,https://www.wchscu.cn/public/notice/recruit/90898.html,site_42_42,49:20.1,review,泛招聘词,,keep,
456,四川大学华西医院陈蕾教授 常年招聘博士后研究员,https://www.wchscu.cn/public/notice/recruit/84586.html,site_42_42,49:20.1,review,泛招聘词,,keep,
455,四川大学华西医院健康数据科学研究室黄进教授 常年招聘博士后研究员,https://www.wchscu.cn/public/notice/recruit/87446.html,site_42_42,49:20.1,review,泛招聘词,,keep,
440,四川大学华西口腔医院2023届科研助理项目需求启动（2023年7月18日更新）,https://www.hxkq.org/Html/News/Articles/13156.html,site_40_40,49:16.7,review,科研助理,,keep,
400,【专职科研助理招聘】成都市第四人民医院招聘项目制科研助理,https://www.cd-psychologist.com/4120/renshizhaopin/2026/0309/30339.html,site_36_36,49:06.4,review,科研助理,,keep,
384,成都市第八人民医院人才招聘简历模板,https://www.cds8yy.com/news_mtjj/2020/0203624000268.htm,site_35_35,49:05.1,review,泛招聘词,,,
383,成都中医药大学附属医院（四川省中医医院）2025年8月补充招聘辅助岗工作人员的公告,http://www.sctcm120.com/info/1093/17584.htm,site_34_34,49:03.8,review,辅助岗,,keep,
379,成都中医药大学附属医院（四川省中医医院）2025年医疗卫生辅助岗补充招募公告,http://www.sctcm120.com/info/1093/17706.htm,site_34_34,49:03.7,review,辅助岗,,keep,
377,成都中医药大学附属医院（四川省中医医院）2025年医疗卫生辅助岗第二批次拟补充录用人...,http://www.sctcm120.com/info/1093/17750.htm,site_34_34,49:03.7,review,辅助岗,,keep,
373,成都中医药大学附属医院（四川省中医医院）2025年医疗卫生辅助岗补充招募公告,http://www.sctcm120.com/info/1093/17875.htm,site_34_34,49:03.7,review,辅助岗,,keep,
372,成都中医药大学附属医院（四川省中医医院）关于公布2025年下半年公开考核招聘工作人员...,http://www.sctcm120.com/info/1093/17902.htm,site_34_34,49:03.7,review,泛招聘词,,keep,
371,成都中医药大学附属医院（四川省中医医院）2025年医疗卫生辅助岗第三批次拟补充录用人...,http://www.sctcm120.com/info/1093/17965.htm,site_34_34,49:03.7,review,辅助岗,,keep,
337,关于转发成都市卫生健康委员会所属事业单位招募2025年医疗卫生辅助岗公告,https://www.wcch.cn/hos_hr/2025/7e585Kd2.html,site_31_31,48:57.9,review,辅助岗,,keep,
304,四川大学附属成都市第二人民医院面向全国招聘学科带头人,https://www.cd2120.com/news_offer/2026/NbWQl4ey.html,site_29_29,48:55.2,review,泛招聘词,,keep,
269,四川省第四人民医院招募医疗卫生辅助岗项目人员公告,https://www.scsdsrmyy.cn/news_notes_job/2025/yb82Emev.html,site_26_26,48:50.6,review,辅助岗,,keep,
267,四川省第四人民医院•四川大学华西春熙医院招募医疗卫生辅助岗项目人员公告,https://www.scsdsrmyy.cn/news_notes_job/2025/vbmZEOdY.html,site_26_26,48:50.6,review,辅助岗,,keep,
266,四川省第四人民医院•四川大学华西春熙医院招募医疗卫生辅助岗项目人员公告,https://www.scsdsrmyy.cn/news_notes_job/2025/RdG690bD.html,site_26_26,48:50.6,review,辅助岗,,keep,
265,四川省第四人民医院•四川大学华西春熙医院招募医疗卫生辅助岗项目人员公告,https://www.scsdsrmyy.cn/news_notes_job/2025/QeZ6w6ep.html,site_26_26,48:50.6,review,辅助岗,,keep,
264,四川省第四人民医院•四川大学华西春熙医院招募医疗卫生辅助岗项目人员公告,https://www.scsdsrmyy.cn/news_notes_job/2025/lejRv5ej.html,site_26_26,48:50.6,review,辅助岗,,keep,
263,四川省第四人民医院•四川大学华西春熙医院招募医疗卫生辅助岗项目人员公告,https://www.scsdsrmyy.cn/news_notes_job/2025/mbkRwXaz.html,site_26_26,48:50.6,review,辅助岗,,keep,
262,四川省第四人民医院•四川大学华西春熙医院招募医疗卫生辅助岗项目人员公告,https://www.scsdsrmyy.cn/news_notes_job/2025/wdL9Y4ej.html,site_26_26,48:50.6,review,辅助岗,,keep,
